generation,evaluated_individuals,min_fitness,max_fitness,avg_fitness,std_fitness,avg_cost
0,16,0.006420774242535029,0.008896080729848708,0.008129209155235274,0.0006357475881049047,123.01319610604338
1,14,0.006346764517604418,0.009202435346872262,0.007880153075608668,0.0008224715362181609,126.90108813942798
2,14,0.006348137661027279,0.009475637060958133,0.007957471999280992,0.0007975859708043786,125.66805137239017
3,18,0.006348137661027279,0.009202435346872262,0.008055500639692398,0.0007564149419985165,124.13877730610984
4,20,0.007079269011909082,0.009715400086974007,0.00826699934502497,0.0005311751710851385,120.96287398423395
5,17,0.007686095122692405,0.00948139897962937,0.008388139771863532,0.0004948093479681614,119.2159438442258
6,20,0.006564700517853716,0.009473358788398913,0.0079686981136232,0.0006585517457464443,125.49101317948173
7,12,0.006151222461316703,0.009473358788398913,0.00809590854045605,0.0006397830692769416,123.51918194269386
8,20,0.0072826375066840756,0.008793310522332448,0.008039930384020188,0.0004067101626981176,124.37918641528987
9,14,0.0072826375066840756,0.008657535840566477,0.008092105912472725,0.0003807295461246111,123.5772258564554
10,18,0.007007221629161871,0.008881025912142031,0.00818012813831131,0.0004804198931681289,122.24747376713319
11,14,0.007007221629161871,0.008881025912142031,0.008164631271385638,0.00047607098598242655,122.47950541314374
12,18,0.006679049476202395,0.008570617963936501,0.008103719880431423,0.0004343444624509901,123.40011929765302
13,18,0.00715077220398407,0.008908332541703068,0.008193333683727,0.00043104909523046384,122.05044229873451
14,17,0.006305999575950599,0.008683175435790103,0.007931465390962018,0.0005638111222124896,126.08010634951641
15,16,0.007488322927902541,0.00896375467073557,0.00829117616312977,0.00035595068535553177,120.61014991418516
16,18,0.006600321200328973,0.008755922716438784,0.00809464214052276,0.0004598803871445483,123.53850641449347
17,18,0.006681689002038027,0.008926416342107052,0.008194334884342434,0.0005370714518782603,122.03552992577585
18,18,0.0073296990284155705,0.009160812412097536,0.008274313052969525,0.00045852008496274525,120.8559542766049
19,18,0.007100044453602171,0.008805801591332806,0.008097007945561917,0.000427932348887831,123.50241060935527
20,18,0.006545545330647473,0.009236295383570845,0.008141169145918175,0.0005983732954335101,122.83248045538774
